"Base Word",Guideword,Level,"Part of Speech",YLE,YLE
"be misunderstood",,C2,phrase,,
"on location",,C1,phrase,,
"on occasion(s)",,C2,phrase,,
"an invasion of privacy",,C2,phrase,,
"Would you like...?",,A1,phrase,Starters,
"how many",,A1,phrase,Starters,
let's,,A2,phrase,Starters,
"a lot/lots",,A1,phrase,Starters,
"a lot",,A1,phrase,Starters,
"live in/at, etc.",,A1,phrase,Starters,
"would like sth/to do sth",,A1,phrase,Starters,
"No problem.",,A2,phrase,Flyers,
"No problem.",,A2,phrase,Flyers,
"a little sth",,B1,phrase,Flyers,
"lie down",,A2,"phrasal verb",Flyers,
"the moon",,A2,phrase,Movers,
"the leadership",,C1,phrase,,
"all kinds of sth",,A2,phrase,,
"that kind of thing",,B1,phrase,,
"some kind of",,B1,phrase,,
"by mistake",,B1,phrase,,
"learn your lesson",,B2,phrase,,
"bear/keep sb/sth in mind",,B2,phrase,,
"cross your mind",,B2,phrase,,
"have/keep an open mind",,B2,phrase,,
"(at) any minute; any minute now",,B2,phrase,,
"the last minute",,B2,phrase,,
"crack a joke",,C1,phrase,,
"on loan",,C1,phrase,,
"the labour market",,C1,phrase,,
miles,,C1,phrase,,
"put/set sb's mind at ease/at rest",,C1,phrase,,
"put your mind to sth",,C1,phrase,,
"be in two minds",,C1,phrase,,
"come to mind",,C1,phrase,,
"mouth of a river",,C1,phrase,,
"the object of sth",,C1,phrase,,
"add insult to injury",,C2,phrase,,
"at issue",,C2,phrase,,
"one of a kind",,C2,phrase,,
"teach sb a lesson",,C2,phrase,,
"within limits",,C2,phrase,,
"off limits",,C2,phrase,,
"the upper limit",,C2,phrase,,
"along the lines of sth",,C2,phrase,,
"be in line with sth",,C2,phrase,,
"sb's line of reasoning/thinking, etc.",,C2,phrase,,
"toe the line",,C2,phrase,,
"margin of error",,C2,phrase,,
"a mark of sth",,C2,phrase,,
"a gap in the market",,C2,phrase,,
"have sth on your mind",,C2,phrase,,
"spring to mind",,C2,phrase,,
"in your mind's eye",,C2,phrase,,
"speak your mind",,C2,phrase,,
"cast your mind back",,C2,phrase,,
"peace of mind",,C2,phrase,,
"presence of mind",,C2,phrase,,
"the minute (that)",,C2,phrase,,
"a fine/thin line",IDIOM,C1,phrase,,
"the fast lane",IDIOM,C2,phrase,,
"a stroll/trip/walk down memory lane",IDIOM,C2,phrase,,
"turn over a new leaf",IDIOM,C2,phrase,,
"by/in leaps and bounds",IDIOM,C2,phrase,,
"the bottom line",IDIOM,C2,phrase,,
"draw the line (at sth)",IDIOM,C2,phrase,,
"(be) out of line",IDIOM,C2,phrase,,
"read between the lines",IDIOM,C2,phrase,,
"bring a lump to your throat",IDIOM,C2,phrase,,
"leave/make your mark",IDIOM,C2,phrase,,
"slip your mind",IDIOM,C2,phrase,,
"neck and neck",IDIOM,C2,phrase,,
"a nest egg",IDIOM,C2,phrase,,
"under your nose",IDIOM,C2,phrase,,
"the north",,A2,phrase,,
"take the liberty of doing sth",,C1,phrase,,
"be bad/good news for sb",,C1,phrase,,
"do sb/sth justice; do justice to sb/sth",,C2,phrase,,
"in all likelihood",,C2,phrase,,
"a stroke of luck",,C2,phrase,,
"break the news to sb",,C2,phrase,,
"face the music",IDIOM,C1,phrase,,
"burn the midnight oil",IDIOM,C2,phrase,,
"in the morning",,A1,phrase,,
"2/3/4, etc. o'clock in the morning",,B1,phrase,,
"in the morning",,B1,phrase,,
"a sleepless night",,C1,phrase,,
"add insult to injury",,C2,phrase,,
"the length and breadth of sth",,C2,phrase,,
"at length",,C2,phrase,,
"be in the mood for sth/to do sth",,C2,phrase,,
"(keep sb) at arm's length",IDIOM,C2,phrase,,
"by no means; not by any means",,C1,phrase,,
"by means of",,C1,phrase,,
"by all means",,C2,phrase,,
"a means to an end",,C2,phrase,,
"against all (the) odds",,C2,phrase,,
"be at odds with sb/sth",IDIOM,C2,phrase,,
"a drop in the ocean",IDIOM,C2,phrase,,
"be no laughing matter",,C2,phrase,,
"long for sth; long to do sth",,C2,phrase,,
"loom large",,C2,phrase,,
"need to do sth",,A1,phrase,,
"be made from/(out) of sth",,A2,phrase,,
"don't need to do sth/needn't do sth",,A2,phrase,,
"lay the table",,B1,phrase,,
"be located in/near/on/etc.",,B1,phrase,,
"make up your mind or make your mind up",,B1,phrase,,
"make a face",,B1,phrase,,
"have been meaning to do sth",,B1,phrase,,
"make the/sb's bed",,B2,phrase,,
"make the best of sth",,B2,phrase,,
"make a (big) difference",,B2,phrase,,
"to make matters worse",,B2,phrase,,
"make sense",,B2,phrase,,
"be intended for",,C1,phrase,,
"be lacking in sth",,C1,phrase,,
"make time",,C1,phrase,,
"make it",,C1,phrase,,
"make an exception",,C1,phrase,,
"make yourself at home",,C1,phrase,,
"make a note of sth",,C1,phrase,,
"make a point of doing sth",,C1,phrase,,
"be meant for sb/sth",,C1,phrase,,
"be lacking",,C2,phrase,,
"make do (with)",,C2,phrase,,
"make light of sth",,C2,phrase,,
"make allowances for sb/sth",,C2,phrase,,
"make a name for yourself",,C2,phrase,,
"make a nonsense of sth",,C2,phrase,,
"make waves",,C2,phrase,,
"make way for sth",,C2,phrase,,
"make a go of sth",,C2,phrase,,
"make your presence felt",,C2,phrase,,
"make sense of sth",,C2,phrase,,
"be meant to do sth",,C2,phrase,,
"be meant to do sth",,C2,phrase,,
"mean well",,C2,phrase,,
"There needs to be sth",,C2,phrase,,
"neglect to do sth",,C2,phrase,,
"make your blood run cold",IDIOM,C2,phrase,,
"make your blood boil",IDIOM,C2,phrase,,
"make sb's day",IDIOM,C2,phrase,,
"make a bad/good, etc. job of sth",IDIOM,C2,phrase,,
"knock sb out","DEFEAT IN COMPETITION",B2,"phrasal verb",,
"kill time",,B2,phrase,,
"look forward to sth/doing sth ",LETTER,B2,"phrasal verb",,
"no way",,B1,phrase,,
"I/he, etc. couldn't care less",,C1,phrase,,
"it's a good job",,C2,phrase,,
"a little",,B2,phrase,,
masses,,B2,phrase,,
"not half as good/bad/exciting, etc.",,B2,phrase,,
"mess up sth or mess sth up",,B2,"phrasal verb",,
"mess about/around",PLAY,C1,"phrasal verb",,
"you might like/want to...",,C1,phrase,,
"be into sth",,B1,phrase,,
"be mad about sb/sth",,B1,phrase,,
"to all intents and purposes",,C2,phrase,,
"not least",,C2,phrase,,
"lend itself to sth ",,C2,phrase,,
"not least",,C2,phrase,,
"sb/sth of note",,C2,phrase,,
"nice and sth",,B1,phrase,,
millions,,B2,phrase,,
"like crazy",,C1,phrase,,
"be lost without sb/sth",,C1,phrase,,
"give sth a miss",,C1,phrase,,
"be itching to do sth",,C2,phrase,,
"like hell",,C2,phrase,,
"get moving",,C2,phrase,,
"not be up to much",,C2,phrase,,
"be over the moon",IDIOM,B2,phrase,,
"keep your fingers crossed/ cross your fingers",IDIOM,C2,phrase,,
"know your stuff",IDIOM,C2,phrase,,
"let your hair down",IDIOM,C2,phrase,,
"be on cloud nine",IDIOM,C2,phrase,,
"be obsessed by/with sb/sth",,B2,phrase,,
"see you later",,A1,phrase,,
"needless to say",,C1,phrase,,
"lose your voice",,B2,phrase,,
"Look out!",,B1,"phrasal verb",,
"look up sth or look sth up",,B1,"phrasal verb",,
"look at sth ",READ,B2,"phrasal verb",,
"look through sth",,B2,"phrasal verb",,
"make up sth or make sth up",,B2,"phrasal verb",,
"note down sth or note sth down",,B2,"phrasal verb",,
"move on","NEW SUBJECT",C1,"phrasal verb",,
"keep sth to yourself",,C2,"phrasal verb",,
"of course",,A1,phrase,,
instructions,,A2,phrase,,
"let sb know",,A2,phrase,,
"let sb know (sth)",,A2,phrase,,
"What is sb/sth like?",,A2,phrase,,
"if you like",,A2,phrase,,
"love/(with) love from/all my love/lots of love",,A2,phrase,,
"pleased to meet you",,A2,phrase,,
"Do you mind ...?",,A2,phrase,,
"I don't mind",,A2,phrase,,
"never mind",,A2,phrase,,
"never mind",,A2,phrase,,
"no thanks",,A2,phrase,,
"Oh no!",,A2,phrase,,
"not too",,A2,phrase,,
notes,,A2,phrase,,
"of course not",,A2,phrase,,
"for instance",,B1,phrase,,
"keep in touch",,B1,phrase,,
"keep a/sth secret",,B1,phrase,,
"you know",,B1,phrase,,
"at least",,B1,phrase,,
"at least",,B1,phrase,,
"as/so long as",,B1,phrase,,
"out loud",,B1,phrase,,
"Would you mind...?",,B1,phrase,,
"wait a moment",,B1,phrase,,
"no ... than",,B1,phrase,,
"not at all",,B1,phrase,,
"of course",,B1,phrase,,
"judging by/from",,B2,phrase,,
"keep notes/records, etc.",,B2,phrase,,
"as far as I know",,B2,phrase,,
"I know",,B2,phrase,,
"you never know",,B2,phrase,,
"to (the best of) my knowledge",,B2,phrase,,
"last but not least",,B2,phrase,,
"at least",,B2,phrase,,
"lose touch",,B2,phrase,,
"Dear Madam",,B2,phrase,,
"as a matter of fact",,B2,phrase,,
" your native language/tongue",,B2,phrase,,
"be none of sb's  business",,B2,phrase,,
"not at all",,B2,phrase,,
"not to mention",,B2,phrase,,
"it's just as well",,C1,phrase,,
"before you know it",,C1,phrase,,
"strong language",,C1,phrase,,
"to say the least",,C1,phrase,,
"take it from me",,C1,phrase,,
"certainly/definitely/hopefully not",,C1,phrase,,
"compare notes",,C1,phrase,,
"jump to conclusions",,C2,phrase,,
"the next thing I knew",,C2,phrase,,
"mind you",,C2,phrase,,
"mind your own business",,C2,phrase,,
"the next thing I knew",,C2,phrase,,
"know sth inside out",IDIOM,C1,phrase,,
"know sth inside out",IDIOM,C1,phrase,,
"off the record",IDIOM,C1,phrase,,
"hit/strike/touch a (raw) nerve",IDIOM,C2,phrase,,
"let sb off or let off sb",,B2,"phrasal verb",,
"the law",,B2,phrase,,
"very much",,A1,phrase,,
"at least",,A2,phrase,,
"a little bit",,A2,phrase,,
"too much/so much",,A2,phrase,,
"not bad",,A2,phrase,,
"just about",,B1,phrase,,
"just as bad/good/tall/clever, etc. (as sb/sth)",,B1,phrase,,
"more or less",,B2,phrase,,
"a mass of sth",,B2,phrase,,
"more and more",,B2,phrase,,
"more or less",,B2,phrase,,
"at the very least",,C1,phrase,,
"live on sth ",FOOD,B2,"phrasal verb",,
"live on sth ",MONEY,B2,"phrasal verb",,
"make ends meet",IDIOM,C1,phrase,,
"join in (sth) ",,B1,"phrasal verb",,
"keep sb in",,B1,"phrasal verb",,
"keep on doing sth",,B1,"phrasal verb",,
"keep up sth or keep sth up",,B1,"phrasal verb",,
"knock sb down",,B1,"phrasal verb",,
"laugh at sb/sth ",,B1,"phrasal verb",,
"leave behind sb/sth or leave sb/sth behind",,B1,"phrasal verb",,
"look around/round (swh) ",,B1,"phrasal verb",,
"keep (sb/sth) back",,B2,"phrasal verb",,
"keep down sth or keep sth down",,B2,"phrasal verb",,
"keep sth off (sb/sth)",,B2,"phrasal verb",,
"knock sth down",,B2,"phrasal verb",,
"knock sb out","HIT SOMEONE",B2,"phrasal verb",,
"knock sth/sb over",,B2,"phrasal verb",,
"leave out sb/sth or leave sb/sth out",,B2,"phrasal verb",,
"let out sb/sth or let sb/sth out",,B2,"phrasal verb",,
"line (sb/sth) up or line up (sb/sth)",,B2,"phrasal verb",,
"lock in sb or lock sb in",,B2,"phrasal verb",,
"lock out sb or lock sb out",,B2,"phrasal verb",,
"look at sth ",EXAMINE,B2,"phrasal verb",,
"look into sth ",,B2,"phrasal verb",,
"look out for sb/sth",,B2,"phrasal verb",,
"make for sth",,B2,"phrasal verb",,
"make sth into sth ",,B2,"phrasal verb",,
"keep sb/sth from doing sth ",,C1,"phrasal verb",,
"kick sb out",,C1,"phrasal verb",,
"mess about/around","WASTE TIME",C1,"phrasal verb",,
"keep at sth ",,C2,"phrasal verb",,
"listen in",,C2,"phrasal verb",,
"look over sth or look sth over",,C2,"phrasal verb",,
"muddle sth up",,C2,"phrasal verb",,
"jump in/into/up, etc.",,B1,phrase,,
"keep doing sth",,B1,phrase,,
"do a good/excellent, etc. job",,B2,phrase,,
"keep your/an eye on sb/sth",,B2,phrase,,
"let sb/sth in/past/through, etc.",,B2,phrase,,
"lock sth/sb away/in, etc.",,B2,phrase,,
"make the most of sth",,B2,phrase,,
"let go (of sb/sth)",,C2,phrase,,
"let go (of sth)",,C2,phrase,,
"mount sth on/to, etc.",,C2,phrase,,
"(be) in your nineties",,B2,phrase,,
"sb's looks",,C2,phrase,,
"look forward to sth/doing sth ",HAPPY,B1,"phrasal verb",,
"let sb down or let down sb",,B2,"phrasal verb",,
"live for sth/sb ",,B2,"phrasal verb",,
"look down on sb",,B2,"phrasal verb",,
"look up to sb",,B2,"phrasal verb",,
"likes and dislikes",,B1,phrase,,
"know better (than to do sth)",,B2,phrase,,
"lose interest/patience, etc.",,B2,phrase,,
"lose your temper",,B2,phrase,,
needs,,B2,phrase,,
"keep your temper",,C2,phrase,,
"live together",,B2,"phrasal verb",,
"live with sb ",,B2,"phrasal verb",,
"get to know sb/sth ",,B1,phrase,,
"keep sb company",,B2,phrase,,
"the net",,A2,phrase,,
"keep up (with sb/sth)","SAME SPEED",B2,"phrasal verb",,
"lead into/to/towards, etc.",,B2,phrase,,
"lay sb off or lay off sb",,C1,"phrasal verb",,
"hold down a job",,C2,"phrasal verb",,
"off duty",,B2,phrase,,
"out of a job",,C2,phrase,,
"hand/give in your notice",,C2,phrase,,
"irrespective of sth",,C2,phrase,,
"invade sb's privacy",,C2,phrase,,
"be liable to do sth",,C2,phrase,,
"return to normal",,C1,phrase,,
"look after sb/sth ",,A2,"phrasal verb",Flyers,
"the middle",,A2,phrase,Flyers,
"at the moment",,A2,phrase,Flyers,
"(by) myself",,A2,phrase,Flyers,
"look like",,B1,phrase,Flyers,
"the middle",,B1,phrase,Flyers,
"one/two/three, etc. o'clock",,A1,phrase,Movers,
"get married",,A2,phrase,,
"be/get involved (in/with sth)",,B2,phrase,,
"an isolated case/event/example, etc.",,C2,phrase,,
"later on",,B1,phrase,,
limitations,,C1,phrase,,
"be an inspiration to sb",,C2,phrase,,
"in isolation",,C2,phrase,,
"not nearly (as/so)",,C1,phrase,,
"not take kindly to sth",,C2,phrase,,
"not do sth lightly",,C2,phrase,,
"keep (sb/sth) off sth ",,B1,"phrasal verb",,
"keep (sb/sth) out",,B1,"phrasal verb",,
"move in",,B1,"phrasal verb",,
"move out",,B1,"phrasal verb",,
"keep (sb/sth) away",,B2,"phrasal verb",,
"keep to sth ",,B2,"phrasal verb",,
"keep up (with sb/sth)",UNDERSTAND,B2,"phrasal verb",,
"key in sth or key sth in",,B2,"phrasal verb",,
"know of sth/sb",,B2,"phrasal verb",,
"lead to sth ",,B2,"phrasal verb",,
"live up to sth ",,B2,"phrasal verb",,
"log in/on",,B2,"phrasal verb",,
"log off/out",,B2,"phrasal verb",,
"look at sth ",THINK,B2,"phrasal verb",,
"look back",,B2,"phrasal verb",,
"make out sth/sb or make sth/sb out",,B2,"phrasal verb",,
"make up for sth ",,B2,"phrasal verb",,
"miss out",,B2,"phrasal verb",,
"mix up sb/sth or mix sb/sth up",,B2,"phrasal verb",,
"insist on sth",,C1,"phrasal verb",,
"kick in",,C1,"phrasal verb",,
"kick off",,C1,"phrasal verb",,
"lay sth out or lay out sth",,C1,"phrasal verb",,
"lie ahead",,C1,"phrasal verb",,
"line sb/sth up",,C1,"phrasal verb",,
"look on/upon sb/sth as sth ",,C1,"phrasal verb",,
"look up",,C1,"phrasal verb",,
"move on","NEW PLACE",C1,"phrasal verb",,
"move on","NEW ACTIVITY",C1,"phrasal verb",,
"jump at sth",,C2,"phrasal verb",,
"keep sth back",,C2,"phrasal verb",,
"keep sth from sb",,C2,"phrasal verb",,
"keep up (with sth)",,C2,"phrasal verb",,
"keep (sth) up",,C2,"phrasal verb",,
"kick (sth) off",,C2,"phrasal verb",,
"lead up to sth ",,C2,"phrasal verb",,
"lean on sb",,C2,"phrasal verb",,
"leap at sth",,C2,"phrasal verb",,
"live through sth",,C2,"phrasal verb",,
"look ahead",,C2,"phrasal verb",,
"loosen up",,C2,"phrasal verb",,
"make of sb/sth",,C2,"phrasal verb",,
"mount up",,C2,"phrasal verb",,
"narrow sth down",,C2,"phrasal verb",,
"last week/year/Monday, etc.",,A1,phrase,,
"last night",,A1,phrase,,
"more beautiful/difficult/easily, etc.",,A1,phrase,,
"next week/year/Monday, etc.",,A1,phrase,,
"keep sth in/on, etc.",,A2,phrase,,
"look nice/strange, etc.",,A2,phrase,,
"the matter",,A2,phrase,,
"any more",,A2,phrase,,
"(the) most attractive/important/popular, etc.",,A2,phrase,,
"or not",,A2,phrase,,
"if not",,A2,phrase,,
"just now",,A2,phrase,,
"(by) itself",,B1,phrase,,
"be just about to do sth ",,B1,phrase,,
"just before/over/under, etc.",,B1,phrase,,
"I know",,B1,phrase,,
"as you know",,B1,phrase,,
"be known as sth",,B1,phrase,,
"lack of sth ",,B1,phrase,,
"at (long) last",,B1,phrase,,
"family/private/sex, etc. life",,B1,phrase,,
"a/sb's way of life",,B1,phrase,,
"all day long",,B1,phrase,,
"no longer",,B1,phrase,,
"it looks like/as if",,B1,phrase,,
"be in the middle of (doing) sth",,B1,phrase,,
"miss a chance/opportunity",,B1,phrase,,
"once more",,B1,phrase,,
"move house",,B1,phrase,,
"believe it or not",,B1,phrase,,
"not even",,B1,phrase,,
"inside out",,B2,phrase,,
"it's sb/sth",,B2,phrase,,
"in itself",,B2,phrase,,
"just as",,B2,phrase,,
"keep sb waiting",,B2,phrase,,
"keep a/your promise",,B2,phrase,,
"keep sb/sth in mind",,B2,phrase,,
"common knowledge",,B2,phrase,,
"a working knowledge of sth",,B2,phrase,,
"the last person/thing, etc.",,B2,phrase,,
"the last",,B2,phrase,,
"the day/week/year, etc. before last",,B2,phrase,,
"the latter",,B2,phrase,,
"lead a busy/normal/quiet, etc. life",,B2,phrase,,
"last but not least",,B2,phrase,,
"leave sb alone",,B2,phrase,,
"let me/us",,B2,phrase,,
"like mad",,B2,phrase,,
"little by litte",,B2,phrase,,
"before (very/too) long",,B2,phrase,,
"in the long term",,B2,phrase,,
"look as if/as though",,B2,phrase,,
"the look of sb/sth ",,B2,phrase,,
"lose your life",,B2,phrase,,
"lose track",,B2,phrase,,
"like mad",,B2,phrase,,
"the main thing",,B2,phrase,,
manners,,B2,phrase,,
"to make matters worse",,B2,phrase,,
"no matter how/what/when, etc.",,B2,phrase,,
"may have",,B2,phrase,,
"may as well",,B2,phrase,,
"in the meantime",,B2,phrase,,
"in the middle of nowhere",,B2,phrase,,
"might have",,B2,phrase,,
"might as well",,B2,phrase,,
"for the moment",,B2,phrase,,
"more and more",,B2,phrase,,
"in the near future",,B2,phrase,,
"no need",,B2,phrase,,
"be in need of sth",,B2,phrase,,
"neither ... nor",,B2,phrase,,
"the weekend/week/Thursday, etc. after next",,B2,phrase,,
"the nineties",,B2,phrase,,
"no wonder",,B2,phrase,,
"no need",,B2,phrase,,
"be no good or be not any/much good",,B2,phrase,,
"no such thing",,B2,phrase,,
"no matter how/what/when, etc.",,B2,phrase,,
"neither ... nor",,B2,phrase,,
"not only",,B2,phrase,,
"not quite",,B2,phrase,,
"nothing but",,B2,phrase,,
"have nothing to do with sb/sth",,B2,phrase,,
"be/have nothing to do with sb",,B2,phrase,,
"for nothing",,B2,phrase,,
"now and then",,B2,phrase,,
"any day/minute/time, etc. now",,B2,phrase,,
"in the middle of nowhere",,B2,phrase,,
"a number of sth",,B2,phrase,,
"be obliged to do sth",,B2,phrase,,
"take the initiative",,C1,phrase,,
"be in sb's interest(s)",,C1,phrase,,
"I/you/we, etc. will just have to do sth",,C1,phrase,,
"keep track",,C1,phrase,,
"keep your word",,C1,phrase,,
"keep sb going",,C1,phrase,,
"keep pace with sb/sth",,C1,phrase,,
"be key to sth",,C1,phrase,,
"know what you are talking about",,C1,phrase,,
"be known to do sth",,C1,phrase,,
"the labour market",,C1,phrase,,
"land in/on, etc.",,C1,phrase,,
"foul language",,C1,phrase,,
"by and large",,C1,phrase,,
"by law",,C1,phrase,,
"leave sb doing sth",,C1,phrase,,
"legal action",,C1,phrase,,
"let alone",,C1,phrase,,
"for life",,C1,phrase,,
"in the light of sth",,C1,phrase,,
"for long",,C1,phrase,,
"long ago",,C1,phrase,,
"as many as",,C1,phrase,,
"a matter of course",,C1,phrase,,
"it's only a matter of time",,C1,phrase,,
"may as well do sth",,C1,phrase,,
"might as well do sth",,C1,phrase,,
"in moderation",,C1,phrase,,
"for the most part",,C1,phrase,,
"not much of a sth",,C1,phrase,,
"(all) to myself",,C1,phrase,,
"nowhere near",,C1,phrase,,
"anywhere near sth",,C1,phrase,,
nerves,,C1,phrase,,
"get on sb's nerves",,C1,phrase,,
"the next best thing",,C1,phrase,,
"no doubt",,C1,phrase,,
"no ... whatsoever",,C1,phrase,,
"the norm",,C1,phrase,,
"not a/one",,C1,phrase,,
"make a note of sth",,C1,phrase,,
"take note (of sth)",,C1,phrase,,
"stop at nothing",,C1,phrase,,
"nothing of the sort/kind",,C1,phrase,,
"at short notice",,C1,phrase,,
"every now and then",,C1,phrase,,
"nowhere near",,C1,phrase,,
"in its infancy",,C2,phrase,,
"inside information/knowledge, etc.",,C2,phrase,,
"be intent on sth/doing sth",,C2,phrase,,
"in the interest(s) of sth",,C2,phrase,,
"a conflict of interest",,C2,phrase,,
"an intimate knowledge/understanding of sth",,C2,phrase,,
"into the bargain",,C2,phrase,,
"join forces",,C2,phrase,,
"10/20, etc. years sb's junior",,C2,phrase,,
"keep (sth) quiet",,C2,phrase,,
"know best",,C2,phrase,,
"know better",,C2,phrase,,
"sb/sth at large",,C2,phrase,,
"loom large",,C2,phrase,,
"a last resort",,C2,phrase,,
"the last of sth",,C2,phrase,,
"the last sb heard/saw of sb",,C2,phrase,,
"at the latest",,C2,phrase,,
"take the law into your own hands",,C2,phrase,,
"law and order",,C2,phrase,,
"lead sb to do sth",,C2,phrase,,
"be led by sth",,C2,phrase,,
"lead sb to a conclusion",,C2,phrase,,
"leap into/out of/up, etc.",,C2,phrase,,
"not in the least",,C2,phrase,,
"leave no stone unturned",,C2,phrase,,
"let's face it",,C2,phrase,,
"a matter of life and/or death",,C2,phrase,,
"come to light",,C2,phrase,,
"bring sth to light",,C2,phrase,,
"shed light on",,C2,phrase,,
"make light of sth",,C2,phrase,,
"something like",,C2,phrase,,
"little more/better",,C2,phrase,,
"long before",,C2,phrase,,
"be looking to do sth",,C2,phrase,,
"lose count",,C2,phrase,,
"at a loss",,C2,phrase,,
"at a loss for words",,C2,phrase,,
"be no match for sb/sth",,C2,phrase,,
